index,mfg,racket,headsize,length,weight,balance,swingweight,flex,acor,sweet,twistweight,vibration,pcode,rccode,units,changed,current
0,Adidas,Barricade,95,27.0,317,33.4,321,61,40,15,13.9,138,ABR,RCADIDAS,,racquetA,
1,Adidas,Feather,105,27.2,270,35.5,303,59,38,13,13.6,134,AFR,RCADIDAS,,racquetA,
2,Adidas,Barricade Tour,95,27.0,346,31.8,335,64,41,17,13.5,145,ABTR,RCADIDAS,,racquetA,
3,Adidas,Response,100,27.0,294,34.1,316,64,40,15,12.0,145,ARR,RCADIDAS,,racquetA,
4,Asics,Asics 109,109,27.25,292,34.9,313,76,40,16,15.3,180,A109,RCSP,,racquetA,
5,Asics,Asics 116,116,27.25,269,35.2,288,74,37,12,15.3,182,A116,RCSP,,racquetA,
6,Asics,BZ 100,100,27.0,326,33.0,303,75,39,14,15.5,176,ABZ100,RCSP,,racquetA,
7,Asics,Asics 125,125,27.5,272,36.1,308,75,40,17,17.7,188,A125,RCSP,,racquetA,
8,Avery,M5,110,27.0,351,31.1,326,60,40,16,16.6,136,AM5OS,RCAVERY,,racquetA,
9,Avery,M3 Control,95,27.0,342,30.5,300,60,37,11,11.8,136,AM3CON,RCAVERY,,racquetA,
10,Avery,M3 Power,95,27.0,352,32.1,327,65,41,16,12.3,148,AM3POW,RCAVERY,,racquetA,
11,Babolat,Aero 112,112,27.5,286,36.5,328,64,40,16,17.2,145,BA112,RCBAB,,racquetA,
12,Babolat,Aero Storm Tour GT,98,27.0,333,32.5,324,69,40,15,12.2,153,BASTGT,RCBAB,,racquetA,
13,Babolat,Aero Tour MP,97,27.0,328,32.7,313,73,39,14,14.0,166,BAT,RCBAB,,racquetA,
14,Babolat,Aero Storm GT,98,27.0,320,33.5,332,71,41,16,12.3,155,BASGT,RCBAB,,racquetA,
15,Babolat,AeroPro Drive GT Plus,100,27.25,316,33.4,340,70,41,16,15.1,155,APDGTP,RCBAB,,racquetA,
16,Babolat,AeroPro Lite/2013,100,27.0,279,35.0,299,71,39,14,14.1,170,APL13,RCBABOLAT,,racquetA,
17,Babolat,Pure Aero (2019),100,27.0,318,33.0,324,67,41,17,15.4,143,BPAR,RCBABOLAT,,racquetA,x
18,Babolat,Pure Aero Tour (2019),100,27.0,335,32.3,327,68,42,17,15.1,155,BPATRR,RCBABOLAT,,racquetA,x
19,Babolat,Pure Aero 2023,100,27.0,318,33.0,322,65,41,17,14.6,141,BARO,RCBABOLAT,,racquetA,x
20,Babolat,Aero Blast,112,27.5,298,37.1,350,61,43,20,17.4,138,BABR,RCBAB,,racquetA,
21,Babolat,Pure Drive Lite,100,27.0,293,33.4,297,68,38,13,13.4,157,BPDL11,RCBAB,,racquetA,
22,Babolat,Pure Aero Team 2023,100,27.0,301,32.6,302,67,39,14,14.3,158,BAROTM,RCBABOLAT,,racquetA,x
23,Babolat,Pure Drive VS,98,27.0,318,33.0,317,68,41,16,14.2,157,PDVS,RCBABOLAT,,racquetA,x
24,Babolat,Pure Drive 107 (2012),107,27.2,294,33.8,298,69,38,13,13.9,161,10711,RCBAB,,racquetA,
25,Babolat,Pure Control 95+,95,27.5,341,31.8,320,62,41,16,12.3,137,PC95P,RCBAB,,racquetA,
26,Babolat,Pure Aero Lite (2019),100,27.0,286,34.3,311,68,40,16,14.8,148,BPARL,RCBABOLAT,,racquetA,x
27,Babolat,Pure Drive Lite Wimbledon,100,27.0,286,34.1,300,69,39,14,13.8,166,PDWIML,RCBABOLAT,,racquetA,x
28,Babolat,Pure Drive Roddick Plus,100,27.5,329,32.7,326,70,40,16,13.2,159,BPDRP,RCBAB,,racquetA,
29,Babolat,Pure Aero Plus (2019),100,27.5,320,33.0,330,68,42,17,14.3,156,BPAPR,RCBABOLAT,,racquetA,x
30,Babolat,Pure Drive 107 GT 2009,107,27.2,298,33.7,318,67,39,14,13.5,163,PD1079,RCBAB,,racquetA,
31,Babolat,Pure Drive Wimbledon,100,27.0,318,33.0,324,71,41,17,14.3,161,PDWIM,RCBABOLAT,,racquetA,x
32,Babolat,Pure Drive 110 (2018),110,27.6,272,34.0,305,69,39,15,14.9,164,BPD110,RCBABOLAT,,racquetA,x
33,Babolat,Pure Drive 110 2021,110,27.6,269,34.0,298,70,38,13,14.3,154,BRPD11,RCBABOLAT,,racquetA,x
34,Babolat,Pure Aero Lite 2023,100,27.0,283,34.0,304,65,39,0,14.1,153,BAROL,RCBABOLAT,,racquetA,x
35,Babolat,Pure Drive 107 (2018),107,27.2,303,33.0,310,69,40,16,15.9,155,BPD107,RCBABOLAT,,racquetA,x
36,Babolat,Pure Drive Plus 2021,100,27.5,318,33.0,324,69,41,16,14.2,154,BRPDP,RCBABOLAT,,racquetA,x
37,Babolat,Pure Drive (2021),100,27.0,318,33.0,320,71,41,17,15.6,161,BRPDR,RCBABOLAT,,racquetA,x
38,Babolat,Pure Drive Plus (2018),100,27.5,318,33.0,325,70,42,16,13.7,162,PDP,RCBABOLAT,,racquetA,x
39,Babolat,AeroPro Team GT/2013,100,27.0,288,34.0,288,72,37,12,13.9,174,APT13,RCBABOLAT,,racquetA,
40,Babolat,AeroPro Drive Plus,100,27.5,326,32.5,327,67,41,16,12.2,152,BAPDP,RCBAB,,racquetA,
41,Babolat,Aero Storm,98,27.0,332,31.1,324,65,40,15,12.9,148,BAS,RCBAB,,racquetA,
42,Babolat,Play Pure Drive,100,27.0,318,33.0,315,74,40,16,15.2,167,BPLYPD,RCBAB,,racquetA,
43,Babolat,AeroPro Lite GT,100,27.0,277,35.6,309,72,39,13,13.6,170,BAPLGT,RCBAB,,racquetA,
44,Babolat,AeroPro Drive GT Plus / 2013,100,27.5,321,33.5,330,72,42,17,14.2,160,APDP13,RCBABOLAT,,racquetA,
45,Babolat,Pure Aero VS,98,27.0,320,32.4,321,67,41,16,14.6,154,BPAVSR,RCBABOLAT,,racquetA,x
46,Babolat,AeroPro Control Plus,100,27.5,334,32.4,335,70,41,17,12.9,159,BAPCP,RCBAB,,racquetA,
47,Babolat,Aero Tour OS,107,27.3,314,32.7,313,70,39,15,18.3,159,BATOS,RCBAB,,racquetA,
48,Babolat,Drive Z 118,118,27.5,280,36.5,310,68,39,16,16.0,155,DZ118,RCBAB,,racquetA,
49,Babolat,Pure Control 95,95,27.0,340,31.5,304,56,39,13,12.3,130,PC95,RCBAB,,racquetA,
50,Babolat,Drive Z 110 2009,110,27.5,276,35.5,305,62,37,12,14.7,157,Z1109,RCBAB,,racquetA,
51,Babolat,Pure Drive 2015,100,27.0,322,32.4,319,72,41,16,14.9,163,BPD,RCBAB,,racquetA,x
52,Babolat,AeroPro Team GT,100,27.0,290,33.5,299,71,37,12,12.0,167,BAPTGT,RCBAB,,racquetA,
53,Babolat,Pure Drive Lite 2021,100,27.0,283,34.0,299,69,38,14,14.2,160,BRPDL,RCBABOLAT,,racquetA,x
54,Babolat,Pure Drive Team 2021,100,27.0,301,32.6,313,69,40,16,14.4,159,BRPTE,RCBABOLAT,,racquetA,x
55,Babolat,Pure Drive Roddick GT,100,27.0,331,32.5,335,73,40,16,14.9,170,BPDRGT,RCBAB,,racquetA,
56,Babolat,Pure Drive Roddick (2012),100,27.0,336,32.5,328,72,42,17,15.2,163,BPDR11,RCBAB,,racquetA,
57,Babolat,Pure Aero Lite 2023,100,27.0,283,34.0,304,65,39,0,14.1,153,BAROL,RCBABOLAT,,racquetA,x
58,Babolat,Pure Drive 107,107,27.0,297,34.5,312,70,40,16,14.9,164,PD107,RCBAB,,racquetA,x
59,Babolat,Pure Aero Lite,100,27.0,289,34.4,308,70,40,15,14.3,158,BPAL,RCBABOLAT,,racquetA,x
60,Babolat,Pure Aero Tour,100,27.0,341,32.6,332,68,42,18,15.6,147,BPATR,RCBABOLAT,,racquetA,x
61,Babolat,Pure Drive GT Plus,100,27.5,324,33.0,345,73,42,17,13.1,164,BPDGTP,RCBAB,,racquetA,
62,Babolat,Pure Drive Tour Plus,100,27.5,332,33.1,336,72,43,18,14.4,162,PDTRP,RCBAB,,racquetA,x
63,Babolat,Pure Drive Plus,100,27.5,317,33.1,317,72,41,16,13.9,163,BPDP12,RCBAB,,racquetA,
64,Babolat,Pure Drive Roddick,100,27.0,332,32.1,329,71,40,15,14.9,162,BPDR,RCBAB,,racquetA,
65,Babolat,Pure Drive Tour 2021,100,27.0,335,32.5,326,70,42,17,15.5,156,BRPDT,RCBABOLAT,,racquetA,x
66,Babolat,Pure Drive Team Plus,104,27.5,318,32.7,322,67,40,16,12.7,152,PBDP,RCBAB,,racquetA,
67,Babolat,Pure Drive Lite (2018),100,27.0,286,34.1,300,69,39,14,13.8,166,BPDL,RCBABOLAT,,racquetA,x
68,Babolat,Pure Aero Plus 2023,100,27.5,320,33.0,334,65,42,17,14.7,143,BAROPL,RCBABOLAT,,racquetA,x
69,Babolat,Pure Aero VS Tour,98,27.0,348,32.3,332,70,42,17,14.8,149,PAVST,RCBABOLAT,,racquetA,x
70,Babolat,AeroPro Drive 2013,100,27.0,316,32.7,306,69,39,14,14.1,155,APD13,RCBABOLAT,,racquetA,
71,Babolat,Pure Drive Tour (2018),100,27.0,332,32.5,324,71,42,17,14.7,164,BPDT,RCBABOLAT,,racquetA,x
72,Babolat,Pure Drive Team,100,27.0,306,33.6,313,69,40,16,14.9,157,PDT,RCBAB,,racquetA,x
73,Babolat,Pure Drive Plus,100,27.5,318,33.5,325,70,42,16,13.9,157,BPDPL,RCBAB,,racquetA,
74,Babolat,Pure Control,98,27.0,308,33.5,310,63,40,15,13.3,139,PC,RCBAB,,racquetA,
75,Babolat,Pure Control Tour+,98,27.5,342,31.9,330,60,42,17,13.4,126,PCTP,RCBAB,,racquetA,
76,Babolat,Pure Aero 98 2023,98,27.0,323,32.5,327,65,42,17,15.4,148,BARO98,RCBABOLAT,,racquetA,x
77,Babolat,AeroPro Drive GT,100,27.0,310,33.0,316,70,39,14,14.1,160,BAPDGT,RCBAB,,racquetA,
78,Babolat,Pure Drive GT,100,27.0,316,32.9,323,72,40,15,12.8,168,BPDGT,RCBAB,,racquetA,
79,Babolat,Pure Control Tour,98,27.0,334,32.0,308,63,39,14,13.3,138,PCT,RCBAB,,racquetA,
80,Babolat,Pure Drive 2017,100,27.0,318,33.0,324,71,41,17,14.3,161,BPD1H,RCBABOLAT,,racquetA,x
81,Babolat,Pure Drive Roddick Plus (2012),100,27.5,329,33.2,333,73,42,18,14.4,164,BPRP12,RCBAB,,racquetA,
82,Babolat,Pure Storm,98,27.0,315,33.5,315,62,38,12,11.7,141,BPSTRM,RCBAB,,racquetA,
83,Babolat,Pure Drive 110,110,27.5,281,35.5,315,66,40,16,15.4,158,PD110,RCBAB,,racquetA,x
84,Babolat,Pure Aero Plus,100,27.5,321,33.4,331,69,42,17,14.4,154,BPAP,RCBABOLAT,,racquetA,x
85,Babolat,Pure Drive (2012),100,27.0,314,32.9,309,73,40,15,14.2,170,BPD11,RCBAB,,racquetA,
86,Babolat,Drive Z 118 2009,118,27.5,277,35.7,307,62,38,13,16.0,164,DZ1189,RCBAB,,racquetA,
87,Babolat,Drive Z Lite,100,27.0,269,35.2,300,64,37,11,12.1,145,BDZL,RCBAB,,racquetA,
88,Babolat,Drive Z 110,110,27.5,276,36.8,313,66,40,10,14.4,150,Z110,RCBAB,,racquetA,
89,Babolat,Pure Storm GT 2009,98,27.0,315,33.5,324,68,40,14,11.3,139,BPSGT,RCBAB,,racquetA,
90,Babolat,Pure Aero VS Stars and Stripes,98,27.0,314,33.3,317,67,40,16,14.0,151,BPAVS,RCBABOLAT,,racquetA,
91,Babolat,Pure Aero Team (2019),100,27.0,301,33.0,307,69,40,15,14.6,162,BPART,RCBABOLAT,,racquetA,x
92,Babolat,Pure Drive 107 2021,107,27.2,301,33.0,309,68,40,15,15.5,152,BRPD17,RCBABOLAT,,racquetA,x
93,Babolat,AeroPro Drive Cortex,100,27.0,315,33.0,328,67,40,15,12.7,152,BAPDC,RCBAB,,racquetA,
94,Babolat,Pure Drive Roddick GT Plus,100,27.5,332,32.0,338,72,41,16,12.2,167,PDRGTP,RCB AB,,racquetA,
95,Babolat,Pure Aero,100,27.0,322,33.5,328,70,42,17,15.0,148,BPA,RCBABOLAT,,racquetA,x
96,Babolat,Pure Drive Tour,100,27.0,331,32.9,328,71,42,17,15.3,159,PDTR,RCBAB,,racquetA,x
97,Babolat,Pure Aero Team,100,27.0,303,33.4,309,69,40,15,14.6,158,BPAT,RCBABOLAT,,racquetA,x
98,Babolat,Pure Drive Tour Plus (2018),100,27.5,332,32.5,328,71,42,17,14.1,162,BPDTP,RCBABOLAT,,racquetA,x
99,Babolat,Pure Drive Lite,100,27.0,286,34.2,295,69,38,13,13.4,164,PDL,RCBAB,,racquetA,x
100,Babolat,Pure Storm GT 2011,98,27.0,312,33.5,315,65,40,14,11.8,143,BPS,RCBAB,,racquetA,
101,Babolat,Pure Storm Tour GT,98,27.0,340,32.1,322,64,39,14,15.8,137,BPSTR,RCBAB,,racquetA,
102,Babolat,Pure Storm Ltd. GT 2009,95,27.0,334,31.5,308,60,38,11,10.4,135,BPSLGT,RCBAB,,racquetA,
103,Babolat,Pure Storm Tour+ GT 2009,98,27.5,335,32.2,337,59,44,15,12.0,128,BPSTP,RCBAB,,racquetA,
104,Babolat,Pure Storm Tour Plus GT,98,27.5,337,31.4,323,61,41,14,12.3,130,BPSTRP,RCBAB,,racquetA,
105,Babolat,Pure Storm Ltd GT (NEW),95,27.0,338,31.0,307,61,38,12,9.9,131,BPSL,RCBAB,,racquetA,
106,Babolat,Pure Storm Tour GT 2009,98,27.0,338,31.0,323,62,39,14,12.2,136,BPSTGT,RCBAB,,racquetA,
107,Babolat,Pure Strike 100,100,27.0,304,33.0,303,65,39,14,13.4,146,PS100,RCBAB,,racquetA,
108,Babolat,Pure Strike (18x20),98,27.0,326,33.0,329,66,42,17,14.4,147,BPS18,RCBAB,,racquetA,
109,Babolat,Pure Strike 100 (2016),100,27.0,313,33.1,307,68,39,14,13.8,151,PQS1H,RCBABOLAT,,racquetA,x
110,Babolat,Pure Storm Tour Plus ,98,27.5,336,32.2,327,62,40,14,12.2,141,BPSTTP,RCBAB,,racquetA,
111,Babolat,Pure Strike 100 Team,100,27.0,295,33.8,296,67,38,13,13.8,156,PS1HT,RCBABOLAT,,racquetA,
112,Babolat,Pure Storm Tour,98,27.0,334,32.2,323,63,40,15,13.2,143,BPSTT,RCBAB,,racquetA,
113,Babolat,Pure Storm Team GT,100,27.0,305,33.5,303,64,38,13,12.4,140,BPST,RCBAB,,racquetA,
114,Babolat,Pure Strike 18x20,98,27.0,322,32.5,323,67,41,16,14.6,150,PS1820,RCBABOLAT,,racquetA,x
115,Babolat,Pure Strike Tour,98,27.0,339,32.5,334,65,42,17,14.3,146,PST,RCBAB,,racquetA,
116,Babolat,VS NCT Control,104,27.2,272,35.6,299,69,37,12,11.5,157,NCTC,RCBAB,,racquetA,
117,Babolat,Pure Strike 103,103,27.0,301,33.0,303,65,39,14,14.6,149,BPS103,RCBABOLAT,,racquetA,x
118,Babolat,Pure Strike 16x19,98,27.0,323,33.0,324,68,41,17,13.8,136,BPS16,RCBAB,,racquetA,
119,Babolat,Pure Strike 16x19 (2016),98,27.0,321,33.0,325,65,41,17,15.1,148,PS16,RCBABOLAT,,racquetA,
120,Babolat,Pure Strike VS,98,27.0,332,32.0,322,63,41,17,14.6,136,PSVSIN,RCBABOLAT,,racquetA,x
121,Babolat,Pure Strike VS,98,27.0,310,33.5,318,63,40,16,13.1,145,PSVS,RCBABOLAT,,racquetA,x
122,Babolat,Pure Strike 100 3rd Gen,100,27.0,323,33.0,327,66,42,17,15.0,155,BPSTRI,RCBABOLAT,,racquetA,x
123,Babolat,XS 109 ,109,27.25,270,37.0,330,64,40,17,16.5,149,BX109,RCBAB,,racquetA,
124,Babolat,Y 105 Smart Grip,105,27.0,288,34.5,300,64,38,13,13.8,157,Y105S,RCBAB,,racquetA,
125,Babolat,Y 109 Smart Grip,109,27.2,282,35.6,310,66,39,14,14.8,157,Y109S,RCBAB,,racquetA,
126,Babolat,Pure Strike 16x19 3rd Gen,98,27.0,323,33.0,327,66,42,17,14.8,147,PS1619,RCBABOLAT,,racquetA,x
127,Babolat,XS 105,105,27.0,281,35.9,327,64,40,17,16.7,145,BXS105,RCBAB,,racquetA,
128,Babolat,XS 102,102,27.0,286,35.8,330,67,41,17,15.7,157,BX102,RCBAB,,racquetA,
129,Babolat,Pure Strike VS Tour,98,27.0,336,31.8,320,64,41,16,13.3,144,PSVST,RCBABOLAT,,racquetA,x
130,Babolat,XS 102,102,27.0,284,35.9,334,66,41,17,16.5,150,BXS102,RCBAB,,racquetA,
131,Babolat,Pure Strike Tour 3rd Gen,98,27.0,340,32.5,333,65,42,17,14.8,139,BPSTTO,RCBABOLAT,,racquetA,x
132,Babolat,Pure Strike 18x20 3rd Gen,98,27.0,323,33.0,334,66,42,18,15.1,141,PS182,RCBABOLAT,,racquetA,x
133,Babolat,Y 112 LTD,112,27.5,289,35.6,330,67,40,17,16.8,165,Y112L,RCBAB,,racquetA,
134,Babolat,Y 118,118,27.5,270,36.8,319,66,39,15,17.6,150,Y118,RCBAB,,racquetA,
135,Babolat,Y 112,112,27.5,270,37.0,321,65,39,15,16.1,148,Y112,RCBAB,,racquetA,
136,Boris Becker,Delta Core 1,115,27.8,286,38.8,380,72,44,24,19.8,164,BDC1,RCVOLKL,,racquetA,
137,Boris Becker,Delta Core Melbourne,98,27.0,337,32.0,313,66,40,15,14.2,146,BBDCM,RCVOLKL,,racquetA,
138,Boris Becker,Becker 11 Special Edition 98,98,27.0,360,33.4,375,58,46,21,12.8,132,B11SE,RCVOLKL,,racquetA,
139,Boris Becker,Delta Core Pro,100,27.0,314,33.5,327,69,40,15,13.1,153,BDCPRO,RCVOLKL,,racquetA,
140,Boris Becker,Delta Core 3,110,27.6,288,36.5,356,68,42,20,18.3,155,BDC3,RCVOLKL,,racquetA,
141,Boris Becker,Delta Core London Tour,93,27.0,335,32.0,306,58,39,14,12.8,132,BBDCLT,RCVOLKL,,racquetA,
142,Boris Becker,Becker 11 (heavy),98,27.0,341,32.1,321,61,39,14,15.5,138,B11,RCVOLKL,,racquetA,
143,Boris Becker,Delta Core Legend,98,27.0,335,32.2,321,62,40,15,13.1,142,BDCL,RCVOLKL,,racquetA,
144,Boris Becker,Delta Core London,98,27.0,321,33.2,324,65,40,14,12.1,142,BBDCL,RCVOLKL,,racquetA,
145,Boris Becker,Boris Becker 11 Light,98,27.0,309,33.0,304,63,39,13,11.6,143,B11L,RCVOLKL,,racquetA,
146,Donnay,Formula Lite 100,100,27.0,284,34.9,301,68,39,14,13.9,157,DFL,RCDONNAY,,racquetA,
147,Donnay,Pro One 97 18x20,97,27.0,330,32.9,324,68,41,16,14.2,145,DP197,RCDONNAY,,racquetA,
148,Donnay,X-Blue 99,99,27.0,343,33.2,344,61,43,18,14.4,138,DXB99,RCDONNAY,,racquetA,
149,Donnay,Formula OS Ext,110,27.25,282,36.5,320,72,41,17,16.2,170,DFOSX,RCDONNAY,,racquetA,
150,Donnay,X-Dual Core Platinum 94,94,27.0,347,31.0,308,64,39,14,13.3,140,DDCP,RCDONNAY,,racquetA,
151,Donnay,X-Black 94,94,27.0,344,32.6,332,59,40,15,11.8,130,DXBK94,RCDONNAY,,racquetA,
152,Donnay,Formula 100,100,27.0,315,33.4,318,71,41,16,14.1,171,DFORM,RCDONNAY,,racquetA,
153,Donnay,X-Blue 94,94,27.0,344,32.5,335,62,41,15,13.5,141,DXB94,RCDONNAY,,racquetA,
154,Donnay,Pro One,97,27.0,328,33.6,332,69,42,17,14.7,156,DPRO1,RCDONNAY,,racquetA,
155,Donnay,X-Black 99,99,27.0,344,32.3,331,60,42,16,13.6,130,DXBK99,RCDONNAY,,racquetA,
156,Donnay,Pro One OS Ext,105,27.5,300,34.4,323,68,41,16,14.4,151,DP1OSX,RCDONNAY,,racquetA,
157,Donnay,Pro One OS,107,27.0,336,32.4,314,64,40,15,14.5,145,DP1OS,RCDUNLOP,,racquetA,
158,Donnay,X-Dual Gold 94,94,27.0,313,33.0,307,66,39,14,12.9,145,DDCG,RCDONNAY,,racquetA,
159,Donnay,X-Orange 99,99,27.0,323,33.2,312,67,39,15,14.3,152,DXO99,RCDONNAY,,racquetA,
160,Donnay,X-Yellow 99,99,27.0,309,33.5,312,63,40,14,12.5,143,DXY99,RCDONNAY,,racquetA,
161,Donnay,X-Dual Core Silver 99,99,27.0,321,33.0,313,65,40,16,14.8,145,DDCS99,RCDONNAY,,racquetA,
162,Donnay,X-P Dual Lite White 102,102,27.0,292,34.9,313,60,40,16,13.9,138,XPDLW,RCDONNAY,,racquetA,
163,Donnay,X-Red 99,99,27.0,334,35.0,316,64,39,14,12.2,139,DXR99,RCDONNAY,,racquetA,
164,Donnay,X-Dark Red 94,94,27.0,344,32.7,335,63,41,16,12.0,135,DXDR94,RCDONNAY,,racquetA,
165,Donnay,X-White 99,99,27.0,306,33.3,303,65,38,13,12.1,148,DXW99,RCDONNAY,,racquetA,
166,Donnay,X-Dual Silver Lite 99,99,27.0,301,33.5,298,62,38,13,13.5,144,DCSL99,RCDONNAY,,racquetA,
167,Donnay,X-Red 94,94,27.0,334,33.1,334,65,41,16,12.1,139,DXR94,RCDONNAY,,racquetA,
168,Dunlop,Aerogel 2Hundred,95,27.0,342,32.0,318,61,38,13,12.8,138,DAG200,RCDUNLOP,,racquetA,
169,Dunlop,Aerogel Titan,101,27.0,272,33.7,288,67,35,9,12.1,152,DAGT,RCDUNLOP,,racquetA,
170,Dunlop,Aerogel 600 MP,105,27.25,289,34.9,321,69,39,14,14.5,157,DAG600,RCDUNLOP,,racquetA,
171,Dunlop,Aerogel 4D 700 (7Hundred),108,27.25,276,35.2,304,71,38,12,12.7,171,D4D7,RCDUNLOP,,racquetA,
172,Dunlop,BioFibre M2.1,95,27.0,331,32.4,310,70,40,14,13.0,155,DM21,RCDUNLOP,,racquetA,
173,Dunlop,Aerogel 4D 500 (5Hundred),100,27.0,288,34.2,299,68,34,9,11.4,155,D4D5,RCDUNLOP,,racquetA,
174,Dunlop,Aerogel Rush,108,27.5,278,34.6,301,64,37,12,12.7,145,DAGR,RCDUNLOP,,racquetA,
175,Dunlop,Aerogel 7Hundred,108,27.3,276,34.9,297,71,38,11,13.1,162,DAG700,RCDUNLOP,,racquetA,
176,Dunlop,Aerogel 4D 500 (5Hundred) Tour,100,27.0,317,33.5,324,72,39,14,13.3,164,D4D5T,RCDUNLOP,,racquetA,
177,Dunlop,Biomimetic 300,98,27.0,305,33.4,306,68,39,13,10.5,150,DB3H,RCDUNLOP,,racquetA,
178,Dunlop,Aerogel Smoke,100,27.25,295,34.0,324,67,39,15,13.1,152,DAGS,RCDUNLOP,,racquetA,
179,Dunlop,Biomimetic 200 Lite,95,27.0,332,32.6,318,65,39,13,11.7,144,DB2HL,RCDUNLOP,,racquetA,
180,Dunlop,Aerogel 1000,118,27.5,266,36.8,319,69,40,16,16.0,157,DAG1K,RCDUNLOP,,racquetA,
181,Dunlop,Biomimetic 500,100,27.0,293,33.4,294,71,37,12,12.1,170,DB5H,RCDUNLOP,,racquetA,
182,Dunlop,Aerogel 4D Super-Lite,108,27.5,242,37.0,283,66,36,10,11.8,150,D4DSL,RCDUNLOP,,racquetA,
183,Dunlop,Aerogel 5Hundred Tour,100,27.0,315,35.2,325,70,38,12,15.6,159,AG500T,RCDUNLOP,,racquetA,
184,Dunlop,Aerogel 3Hundred,98,27.0,309,33.5,313,61,39,13,10.6,138,DAG300,RCDUNLOP,,racquetA,
185,Dunlop,Biomimetic 200 Plus,100,27.0,332,32.0,317,68,39,14,12.2,149,DB2HP12,RCDUNLOP,,racquetA,
186,Dunlop,BioFibre F3.1 Tour,98,27.0,328,32.4,316,62,40,16,13.5,141,DF31T,RCDUNLOP,,racquetA,
187,Dunlop,Biomimetic 300 Tour,97,27.0,320,32.4,303,67,38,11,11.0,149,DB3HT,RCDUNLOP,,racquetA,
188,Dunlop,Biomimetic 500 Tour,100,27.0,314,33.0,310,72,39,13,12.1,166,DB5HT,RCDUNLOP,,racquetA,
189,Dunlop,Biomimetic 400 Lite,100,27.0,285,33.8,296,71,38,13,12.4,161,DB4HL,RCDUNLOP,,racquetA,
190,Dunlop,Biomimetic 500 Plus,110,27.0,264,36.0,303,71,39,14,13.6,168,DB5HP,RCDUNLOP,,racquetA,
191,Dunlop,Aerogel 4D 5 Fifty Lite,100,27.25,268,35.0,297,70,37,11,11.8,159,AG55OL,RCDUNLOP,,racquetA,
192,Dunlop,Aerogel 4D 300 (3Hundred) Tour,98,27.0,334,31.9,310,64,38,12,12.6,146,DAG3HT,RCDDUNLOP,,racquetA,
193,Dunlop,Biomimetic 400,100,27.0,303,33.0,306,69,39,14,13.0,156,DB4HT,RCDUNLOP,,racquetA,
194,Dunlop,Aerogel 100 ,90,27.0,329,32.1,314,62,39,12,10.1,141,DAG100,RCDUNLOP,,racquetA,
195,Dunlop,Biomimetic 200,95,27.0,347,32.1,331,61,40,15,10.0,132,DB2H,RCDUNLOP,,racquetA,
196,Dunlop,Aerogel 9Hundred OS,113,27.5,274,35.6,305,72,38,14,13.5,164,DAG900,RCDUNLOP,,racquetA,
197,Dunlop,Biomimetic 100,90,27.0,331,32.5,317,65,40,15,11.9,142,DB1H,RCDUNLOP,,racquetA,
198,Dunlop,Aerogel 4D 200 (2Hundred),95,27.0,339,32.2,334,61,40,14,10.8,138,D4D2,RCDUNLOP,,racquetA,
199,Dunlop,Biomimetic 200 Tour,95,27.0,356,32.1,340,64,43,17,13.7,134,DB2HT,RCDUNLOP,,racquetA,
200,Dunlop,Aerogel 4D 100 (1Hundred),90,27.0,330,32.2,310,65,38,11,8.9,148,D4D1,RCDUNLOP,,racquetA,
201,Dunlop,Aerogel 4D 300 (3Hundred),98,27.0,307,33.5,315,61,39,13,11.6,138,D4D3T,RCDUNLOP,,racquetA,
202,Dunlop,BioFibre S8.1 Lite,11,27.5,268,37.5,318,62,41,17,16.8,151,DS81,RCDUNLOP,,racquetA,
203,Dunlop,Biomimetic F 3.0 Tour,98,27.0,327,32.5,319,63,41,16,13.3,138,DF30T,RCDUNLOP,,racquetA,
204,Dunlop,BioFibre M3.1,98,27.0,312,33.0,302,64,39,13,13.0,147,DM31,RCDUNLOP,,racquetA,
205,Dunlop,Biomimetic Black Widow,102,27.0,282,34.1,299,71,38,13,13.4,162,DBMBW,RCDUNLOP,,racquetA,
206,Dunlop,Biomimetic F2.0 Tour,95,27.0,341,31.9,316,67,40,15,13.0,145,DBF2T,RCDUNLOP,,racquetA,
207,Dunlop,Aerogel 4D 200 Tour (2Hundred),95,27.0,348,32.4,343,61,42,16,12.0,132,D4D2T,RCDUNLOP,,racquetA,
208,Dunlop,Aerogel 5Hundred,100,27.0,292,34.0,301,67,37,11,11.8,152,DAG500,RCDUNLOP,,racquetA,
209,Dunlop,Biomimetic S 2.0,95,27.0,313,33.5,315,68,40,15,13.0,151,DBS2L,RCDUNLOP,,racquetA,
210,Dunlop,Biomimetic Max 200G,98,27.0,303,33.1,330,68,42,16,14.3,144,DBM2HG,RCDUNLOP,,racquetA,
211,Dunlop,Biomimetic 600 Tour,102,27.0,314,32.3,316,73,40,16,14.1,161,DB6HT,RCDUNLOP,,racquetA,
212,Dunlop,Biomimetic M 6.0,102,27.0,300,33.5,312,70,40,15,13.9,156,DM60,RCDUNLOP,,racquetA,
213,Dunlop,Biomimetic M5.0,100,27.0,295,34.0,310,71,40,15,14.1,163,DBF5,RCDUNLOP,,racquetA,
214,Dunlop,Biomimetic 600 ,102,27.0,294,33.0,299,71,37,12,12.7,162,DB6H,RCDUNLOP,,racquetA,
